dimm_name,vendor,vdd,temperature(C),refresh_interval(ms),bank0_bit_err_count,bank1_bit_err_count,bank2_bit_err_count,bank3_bit_err_count,bank4_bit_err_count,bank5_bit_err_count,bank6_bit_err_count,bank7_bit_err_count,total_dimm_bit_err_count
A1,A,1.15,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1024,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
A1,A,1.15,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1024,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
A1,A,1.15,20,1536,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,10.0
A1,A,1.15,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1536,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,11.0
A1,A,1.15,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1536,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,10.0
A1,A,1.15,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1024,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,2048,12.0,2.0,10.0,5.0,4.0,4.0,6.0,4.0,47.0
A1,A,1.15,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1024,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
A1,A,1.15,20,1024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
A1,A,1.15,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1536,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,11.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.15,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
A1,A,1.35,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,2.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,13.0
A1,A,1.35,20,2048,14.0,6.0,13.0,8.0,7.0,9.0,16.0,6.0,79.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,2.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,9.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,2.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,12.0
A1,A,1.35,20,1536,2.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,11.0
A1,A,1.35,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,14.0,8.0,13.0,8.0,7.0,9.0,16.0,6.0,81.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
A1,A,1.35,20,1536,2.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,11.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,14.0,7.0,13.0,10.0,8.0,9.0,16.0,6.0,83.0
A1,A,1.35,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,14.0,7.0,13.0,12.0,11.0,9.0,20.0,7.0,93.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,14.0,6.0,13.0,8.0,7.0,9.0,14.0,6.0,77.0
A1,A,1.35,20,2048,14.0,7.0,13.0,8.0,7.0,9.0,16.0,7.0,81.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,2.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,12.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,2.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,11.0
A1,A,1.35,20,1536,2.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,10.0
A1,A,1.35,20,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,15.0
A1,A,1.35,20,1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,14.0,7.0,13.0,8.0,8.0,9.0,17.0,6.0,82.0
A1,A,1.35,20,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,1536,2.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,12.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,2048,14.0,9.0,13.0,12.0,10.0,9.0,19.0,7.0,93.0
A1,A,1.35,20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1,A,1.35,20,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
